 35.66 26.76 22.29 29.51 14.47 78.91 15.97 82.96 50.11 22.55 48.99 33.96 18.94 43.66 23.15 10.09 18.71 29.41
 42.37 44.00 24.49 29.29 17.98 73.98 31.73 68.90 61.18 28.24 40.60 32.91 18.47 45.14 13.28 16.58 10.42 32.93
 48.64 48.88 24.16 37.67 21.02 71.87 38.26 57.93 50.92 36.76 40.80 40.01 20.19 45.06 16.96 24.70 13.17 30.15
 56.16 55.72 22.64 45.38 21.98 72.91 31.76 60.03 57.81 51.61 49.96 47.63 19.51 43.06 17.33 26.88 14.99 34.83
 55.41 59.04 24.04 44.81 31.14 79.87 30.28 50.83 83.17 55.11 47.21 51.05 21.44 54.70 18.17 36.28 16.92 58.98
 49.46 71.67 24.33 45.53 48.08 84.77 39.54 57.11 68.33 67.58 31.46 47.03 25.81 78.78 23.06 52.56 12.12 77.38
 74.31 84.24 24.76 64.40 59.71 87.94 59.32 59.93 81.19 90.46 31.90 48.72 46.36 98.86 29.50 75.19 13.18 103.69
 85.33 96.30 26.16 76.87 57.44 103.09 75.13 55.30 103.82 90.95 52.63 56.18 103.21 103.44 30.84 79.11 17.73 80.71
 64.70 82.07 31.25 76.15 51.92 93.46 67.40 43.01 85.26 62.73 57.30 60.73 74.97 95.65 21.97 72.34 24.83 70.51
 75.55 34.78 20.70 53.71 37.39 63.27 36.47 23.61 52.92 25.08 33.59 59.45 52.64 57.36 18.19 36.98 13.56 35.26
 80.79 28.46 20.46 69.41 22.04 48.45 36.47 17.11 49.50 34.90 34.82 59.87 59.38 36.88 15.70 41.90 12.82 40.44
 77.79 34.97 24.61 68.53 16.71 58.89 39.39 18.42 55.72 52.32 34.94 59.22 49.91 43.14 14.13 56.51 20.64 45.40
 71.97 30.57 26.93 83.09 19.39 68.80 29.57 32.01 54.22 44.53 28.61 58.53 54.91 42.41 13.97 49.66 35.29 30.72
 71.24 43.73 27.54 101.84 24.47 67.69 36.60 37.92 80.06 48.65 32.39 52.50 53.65 46.84 2.92 46.32 58.22 28.43
 70.12 42.58 37.90 97.39 32.15 62.53 33.99 26.93 70.27 57.11 47.10 54.33 52.52 46.82 -1.10 41.81 54.79 25.48
 81.91 45.68 46.27 93.91 33.29 55.39 33.39 15.12 78.63 59.68 62.44 59.26 41.05 45.65 15.93 43.16 42.19 24.42
 87.35 54.10 44.18 89.09 35.06 61.39 43.47 14.51 87.88 66.47 63.55 62.56 43.73 55.33 21.77 50.48 69.26 46.80
 84.54 64.04 50.19 84.82 39.68 64.47 67.63 14.54 57.66 87.62 47.45 59.03 49.30 75.77 42.76 67.74 94.09 58.72
 93.12 71.95 62.40 98.81 53.13 63.39 83.36 13.27 50.17 101.68 59.73 56.51 46.27 87.77 43.55 77.82 101.05 76.53
 96.42 78.63 62.56 87.94 58.52 68.35 95.59 17.80 56.49 92.29 75.94 59.20 44.37 88.14 44.00 76.51 83.15 76.86
 88.90 79.16 58.03 85.82 63.39 64.69 90.83 13.59 72.47 82.63 78.51 60.82 53.39 82.00 38.30 75.49 101.43 69.07
 90.87 81.29 63.21 65.36 69.31 57.35 79.58 13.02 52.80 78.10 71.25 65.20 57.67 77.17 29.01 62.37 97.67 57.96
 101.04 81.71 66.16 58.29 67.06 37.04 80.76 6.08 45.02 86.19 66.06 65.77 50.29 76.23 23.83 68.17 78.88 55.77
 92.95 93.76 63.88 53.53 55.46 10.03 78.00 4.66 52.83 84.67 64.84 70.41 56.61 73.43 15.88 81.39 60.33 52.82
 89.67 101.26 58.52 63.20 49.77 -1.61 100.61 12.73 67.37 71.79 63.58 70.73 53.07 71.83 14.66 101.10 46.25 81.39
 90.73 103.32 65.91 64.82 62.23 0.18 99.75 25.94 56.26 56.83 61.78 76.09 55.49 72.91 22.02 88.41 26.43 84.36
 87.95 97.11 67.67 54.23 81.28 8.53 93.94 43.46 52.09 59.94 62.22 80.44 53.58 71.70 33.07 84.90 20.61 70.06
 83.92 91.02 59.93 57.22 102.26 15.85 86.34 38.16 75.76 56.60 71.18 85.03 49.97 64.53 47.29 84.84 11.75 65.81
 86.86 71.93 55.88 62.50 93.23 20.01 65.34 35.06 83.73 52.21 78.47 87.81 42.91 53.05 76.94 79.05 14.83 61.10
 86.62 51.19 61.23 76.57 92.70 29.71 50.36 32.23 52.87 60.44 65.31 86.24 37.52 56.04 89.61 72.08 19.04 62.49
 89.46 54.48 66.53 83.91 96.46 38.03 54.93 28.94 47.16 62.93 77.13 86.41 36.25 53.62 95.03 76.70 22.77 59.43
 85.97 54.65 67.44 88.36 87.25 48.71 54.50 27.70 51.80 59.41 101.83 91.92 30.29 50.30 101.72 84.52 34.68 67.19
 88.65 38.01 101.43 96.14 78.81 48.24 39.93 39.34 47.49 51.63 100.40 99.23 35.38 43.46 94.57 59.27 42.34 51.24
 83.82 30.79 102.39 85.25 71.85 44.01 38.65 41.07 42.37 46.09 73.76 99.63 32.21 40.12 64.23 46.57 35.80 47.78
 92.87 36.35 79.48 82.11 76.00 34.86 38.97 41.73 37.92 43.17 44.35 99.83 30.17 34.00 77.76 45.05 33.12 41.50
 94.12 34.73 72.27 88.89 77.04 24.91 37.48 46.16 29.79 41.39 52.91 102.50 27.80 36.20 80.60 43.78 33.42 39.40
 89.10 33.60 72.96 95.12 75.26 12.09 36.76 63.42 32.66 31.76 54.02 101.30 25.88 35.26 71.48 41.02 31.86 31.80
 89.18 32.74 57.67 99.27 61.88 7.19 37.42 42.03 42.56 33.79 39.47 100.65 25.40 39.14 18.18 37.22 37.89 27.24
 101.85 30.17 52.82 85.97 66.31 6.72 33.85 42.89 37.34 40.31 39.19 97.95 26.08 36.58 29.74 36.70 38.54 26.71
 95.94 39.54 58.50 89.61 67.53 11.84 37.95 36.70 46.96 45.91 52.53 96.60 30.35 38.06 24.40 50.75 41.46 25.21
 99.72 35.62 61.31 84.32 64.07 22.31 30.02 38.37 68.10 45.10 45.19 95.00 31.60 38.41 25.08 46.57 44.75 12.94
 91.66 34.35 57.68 64.01 58.60 32.81 29.47 38.04 78.49 47.70 26.11 94.84 25.00 45.49 37.10 45.32 53.25 10.62
