 9.19 9.88 9.85 11.05 8.62 15.36 -0.76 47.39 1.74 4.72 8.67 6.00 0.95 -0.56 7.02 0.69 5.37 12.18
 12.46 10.39 10.71 13.63 9.22 15.10 12.16 57.93 2.22 5.60 8.41 7.53 16.25 12.43 9.70 0.85 7.96 18.10
 11.88 9.82 13.40 12.87 7.81 13.86 5.38 56.04 1.68 9.12 7.79 7.19 37.47 5.70 11.72 0.82 8.00 17.71
 5.82 7.56 10.36 8.92 5.37 23.26 12.98 62.26 2.27 3.97 5.18 7.80 37.61 13.31 8.36 3.11 7.23 10.49
 5.95 5.00 10.17 12.33 3.96 43.90 16.86 62.45 0.74 1.34 5.04 7.43 65.40 17.28 7.98 2.71 6.58 8.87
 3.17 4.84 6.21 12.91 0.68 103.24 44.13 60.41 1.58 1.20 4.80 6.91 103.22 44.64 6.82 3.41 7.28 6.71
 4.20 3.64 5.77 9.44 -0.76 84.90 45.36 59.06 0.07 -0.55 1.60 5.64 87.78 45.82 3.21 2.29 4.49 3.82
 -1.14 4.10 2.84 9.73 -0.33 57.67 48.98 61.14 0.84 0.90 1.71 5.73 68.86 49.37 3.44 2.49 3.17 5.00
 8.46 3.68 5.21 22.26 0.08 47.22 54.23 56.10 -0.14 2.99 3.84 6.66 76.54 54.61 5.60 1.80 1.61 5.92
 13.84 4.66 9.24 27.79 0.01 61.87 65.12 69.53 0.30 3.60 4.85 9.75 64.84 65.51 6.71 2.05 4.76 5.57
 23.07 5.55 12.66 23.87 1.30 55.63 51.00 75.98 0.08 7.14 5.33 14.96 62.92 51.45 5.74 1.95 4.89 6.10
 40.52 6.03 16.80 24.01 1.55 41.00 50.11 77.13 -0.09 9.35 8.50 17.43 61.70 50.59 7.78 2.39 4.22 10.26
 45.95 8.35 18.50 38.01 4.09 35.40 49.57 78.18 0.13 7.69 10.67 24.18 80.67 50.06 7.16 3.67 4.84 9.00
 39.86 9.79 18.89 44.39 5.81 44.71 57.40 85.00 0.88 8.44 8.87 24.13 64.81 57.85 9.73 4.83 6.13 8.65
 42.28 11.33 20.70 31.68 9.56 30.72 61.81 66.04 1.20 8.99 11.53 16.81 46.28 62.15 11.94 4.80 5.00 7.92
 31.98 10.40 18.82 30.89 12.41 28.50 56.59 57.95 0.80 11.19 10.15 20.98 49.79 56.88 9.88 4.34 4.96 7.44
 28.32 9.46 14.08 27.76 16.71 30.40 52.65 55.23 0.56 13.42 9.29 20.51 74.86 53.00 9.15 6.41 6.07 8.16
 25.80 8.92 13.02 26.32 12.58 34.31 59.64 67.38 0.82 15.28 9.03 19.04 55.18 59.98 9.74 7.91 7.89 7.54
 19.89 9.30 7.22 23.13 11.33 35.53 68.04 79.85 1.54 15.12 7.90 16.42 71.49 68.47 9.51 8.74 8.99 7.33
 19.12 7.62 9.22 22.53 14.30 31.73 71.94 80.38 1.04 12.01 6.96 14.93 76.54 72.38 8.38 7.35 10.98 8.09
 27.97 6.47 12.44 24.49 12.07 27.99 60.10 78.76 0.98 10.44 8.32 14.03 79.92 60.59 8.09 6.05 9.06 12.15
 27.62 6.89 13.66 24.36 11.94 32.77 45.96 73.63 1.10 8.60 7.95 12.15 58.25 46.40 7.32 4.29 6.40 16.33
 30.46 7.32 10.28 24.81 15.13 30.29 53.41 64.62 0.66 8.18 6.04 7.49 46.32 53.81 6.16 2.48 5.84 24.91
 27.63 6.41 6.65 22.84 20.20 23.52 44.31 68.73 1.48 6.62 5.61 6.37 24.42 44.64 7.32 4.94 6.64 12.88
 21.20 5.20 3.81 18.66 21.01 17.55 41.64 55.08 1.70 5.49 3.79 4.97 27.96 41.91 6.13 4.15 2.96 9.17
 15.54 3.76 4.18 16.23 20.12 3.96 48.15 66.35 1.37 5.79 2.41 4.79 30.36 48.46 8.19 3.32 1.51 8.80
 13.16 1.81 2.99 17.23 18.92 0.84 34.38 59.71 1.37 5.18 0.54 3.23 29.73 34.67 7.14 3.00 1.03 7.99
 11.01 0.89 1.50 10.94 14.33 7.01 39.02 45.75 1.16 3.74 -0.23 3.67 28.38 39.25 6.13 1.50 -0.30 5.64
 6.21 0.69 -0.19 9.72 5.91 11.06 50.74 48.66 0.09 4.02 1.32 3.02 31.44 50.98 5.42 1.92 -0.25 6.66
 12.82 1.37 1.07 11.75 0.60 12.12 51.31 44.50 0.78 5.01 3.09 1.91 33.27 51.55 6.89 3.41 4.73 7.93
 20.16 1.63 3.97 7.58 1.97 17.10 56.24 51.80 1.11 4.61 6.14 1.78 28.34 56.52 6.37 3.13 8.58 11.38
 23.09 0.23 4.07 3.47 3.13 17.68 67.57 60.67 0.32 3.26 8.86 3.42 43.07 67.94 7.26 2.23 11.00 11.69
 31.09 -0.23 4.46 7.36 2.78 14.46 62.91 56.98 0.18 1.83 12.22 2.98 45.35 63.27 6.97 1.59 14.60 10.47
 22.25 1.09 4.75 12.37 3.11 16.16 58.75 58.00 1.37 1.62 13.30 4.01 49.10 59.10 7.03 1.90 15.43 11.52
 26.75 0.89 5.80 12.65 4.36 15.48 32.28 63.21 0.53 2.79 10.15 2.89 50.42 32.69 6.05 0.64 17.52 12.46
 24.14 2.66 5.84 14.92 5.26 13.77 24.10 67.56 1.04 3.32 8.58 2.77 48.05 24.51 6.07 0.49 17.89 9.74
 27.71 5.14 4.74 12.45 7.12 9.36 38.15 71.31 1.25 3.92 6.40 1.77 38.38 38.53 5.41 0.47 14.84 8.02
 23.40 5.81 3.21 5.79 6.14 7.24 48.38 88.26 1.12 2.41 6.47 1.70 27.29 48.80 4.35 1.22 13.83 5.04
 16.37 5.36 0.50 1.66 8.67 5.93 47.35 60.77 0.52 2.38 3.27 1.05 27.39 47.64 0.27 1.12 12.19 1.43
 13.32 3.08 0.21 -0.61 11.59 2.19 38.80 50.03 0.91 3.07 2.49 -0.24 17.20 39.03 0.35 1.83 6.72 -0.26
 17.10 3.38 2.27 2.21 14.44 -0.00 22.69 53.25 1.28 3.96 5.84 2.48 14.66 22.94 0.25 2.76 8.22 1.40
 15.27 2.06 2.54 1.55 15.43 4.48 21.89 68.43 1.04 2.32 7.45 4.68 13.92 22.19 1.41 2.66 12.30 0.74
 12.21 -0.48 1.12 4.91 15.29 11.57 49.48 67.24 0.73 1.26 6.69 6.70 18.67 49.76 0.73 2.34 13.89 -0.28
 14.87 0.71 1.67 7.58 14.86 12.60 49.22 60.22 0.78 1.31 7.35 6.35 21.42 49.48 1.48 2.32 13.98 -0.08
 17.58 1.35 3.26 11.87 14.49 14.09 38.55 48.84 1.79 2.43 10.55 9.61 17.58 38.75 2.89 2.87 19.74 0.63
 16.67 0.55 3.01 11.99 14.82 13.03 46.21 40.61 1.75 2.49 10.56 10.02 19.28 46.36 3.51 3.30 14.95 0.34
 19.87 1.74 4.31 13.56 15.58 13.38 51.08 45.58 1.62 4.27 13.06 10.91 13.96 51.25 3.94 3.83 16.13 1.63
 24.16 5.14 8.05 21.54 15.77 17.48 41.08 50.09 1.31 8.72 20.11 15.33 17.17 41.27 6.67 5.18 16.84 4.85
 31.43 14.08 16.31 21.03 19.15 17.11 52.02 47.49 2.94 16.17 25.15 15.70 33.19 52.23 11.83 7.94 20.57 8.97
 33.06 24.20 17.33 17.15 17.78 16.73 76.95 40.10 3.00 15.12 20.10 17.28 44.46 77.08 20.98 9.73 23.79 7.75
 35.17 26.28 18.92 9.67 16.37 18.10 91.68 45.70 3.37 20.13 24.11 15.65 49.01 91.85 20.85 10.53 29.40 6.87
 41.47 22.32 21.15 6.25 16.78 17.03 72.39 43.57 3.06 20.49 23.62 14.80 39.68 72.58 19.68 11.74 32.82 10.29
 46.15 21.06 23.91 8.37 18.94 16.17 82.86 43.91 10.72 21.77 27.35 15.39 48.80 83.07 17.34 13.00 34.94 16.66
 38.88 20.19 24.67 9.10 17.20 17.68 76.87 40.96 9.95 21.27 28.91 17.05 44.76 77.05 15.85 17.46 37.03 14.78
 41.97 18.36 29.87 9.42 20.77 21.72 71.97 43.98 10.88 18.76 25.33 23.53 51.36 72.17 13.32 20.73 47.16 16.27
 54.44 11.29 35.46 9.60 24.59 19.87 75.90 42.25 9.70 23.07 19.59 22.35 49.48 76.15 9.75 23.09 43.19 25.01
 74.57 17.30 44.29 12.26 29.74 24.43 68.65 43.84 13.75 30.94 25.83 30.04 54.46 68.97 15.16 27.93 46.90 44.59
 87.07 21.13 72.61 9.90 31.77 27.86 76.78 46.74 13.31 25.83 37.38 38.43 59.42 77.21 18.33 31.65 53.48 74.92
 77.94 19.79 78.98 11.07 45.00 29.34 101.16 47.86 13.76 29.05 58.28 33.33 54.04 101.58 18.57 36.68 53.45 77.84
 90.29 16.79 70.11 10.74 50.12 33.88 101.89 50.43 13.58 44.44 67.40 24.00 44.66 102.41 25.45 47.93 43.35 102.69
 96.70 21.91 57.82 12.68 50.55 37.72 98.84 58.58 16.45 51.58 89.41 35.11 31.91 99.29 35.44 66.12 42.74 82.62
 94.31 24.46 78.85 12.55 51.25 36.63 95.15 56.59 17.02 65.89 104.13 37.15 27.05 95.58 40.90 104.29 49.12 88.97
 82.54 33.49 79.58 17.77 45.00 37.71 50.40 45.86 16.25 100.89 62.32 32.58 22.74 50.68 44.09 91.63 58.55 74.67
 75.76 44.45 72.59 18.21 38.82 39.28 59.19 45.82 15.86 102.91 59.13 38.43 5.95 59.30 49.27 70.84 72.05 55.69
 91.80 67.05 79.31 21.10 41.94 43.47 63.22 41.32 28.81 90.23 57.49 43.20 4.92 63.20 53.51 62.84 77.41 48.78
 102.85 81.75 87.72 21.94 45.30 41.47 53.65 44.95 29.08 68.48 50.23 49.95 15.40 53.57 72.63 49.32 101.89 39.54
 95.07 103.42 79.49 22.41 49.77 40.63 71.56 47.23 29.74 55.43 35.48 49.89 15.63 71.38 65.50 50.16 97.44 29.93
 40.36 50.77 30.55 9.90 37.56 51.42 73.83 28.08 31.39 30.10 15.24 21.31 33.79 73.74 35.85 38.42 41.25 11.27
 16.49 36.36 26.29 9.82 38.37 51.95 70.00 1.88 37.45 28.90 16.27 19.54 24.76 69.77 29.58 36.75 28.60 12.87
 23.27 30.52 41.01 12.34 41.18 42.96 48.15 -0.26 32.68 40.46 21.01 22.58 8.56 47.91 38.43 35.51 43.27 20.69
 40.20 34.30 55.54 14.48 51.76 40.60 43.63 27.10 46.43 55.33 31.46 28.64 2.50 43.47 41.90 34.97 50.91 29.02
 51.99 38.72 66.16 20.14 68.31 39.02 38.66 35.43 53.12 69.35 32.42 41.32 -0.13 38.52 45.28 34.24 58.74 43.66
 60.33 50.65 73.49 25.20 78.71 33.76 40.92 45.44 73.98 66.88 37.53 52.92 7.98 40.71 53.04 31.25 61.18 45.29
 55.29 53.74 69.57 30.04 85.18 33.28 43.59 50.96 90.11 55.73 42.41 62.95 13.42 43.29 54.22 29.46 59.08 36.49
 55.86 50.81 73.74 32.61 73.67 45.66 45.18 51.84 77.72 60.20 40.16 56.68 12.82 44.94 66.20 33.43 58.63 36.82
 70.55 60.51 91.63 68.50 72.78 51.39 42.87 55.58 91.67 73.84 46.62 76.25 16.89 42.52 88.24 44.02 67.97 46.91
 76.91 74.16 101.29 101.96 70.86 53.46 36.93 58.82 100.74 78.59 51.66 101.45 21.04 36.43 101.17 48.62 72.98 46.40
 85.23 71.96 98.20 88.50 71.41 72.32 39.15 72.59 101.96 79.79 48.85 96.34 29.56 38.78 99.89 45.12 84.09 45.23
 72.20 69.89 94.21 53.08 58.21 88.91 47.48 68.74 100.34 74.18 41.38 81.54 17.80 47.17 81.50 38.85 70.50 42.26
 54.51 64.74 74.90 38.34 55.08 77.45 42.76 54.22 77.88 56.79 32.49 59.93 14.20 42.47 65.76 39.08 73.23 32.32
 61.26 65.49 87.17 38.26 53.17 68.80 30.25 58.36 80.57 62.21 37.03 66.81 16.35 29.98 76.01 40.01 83.77 37.53
 50.56 53.60 81.91 32.35 65.98 66.15 54.13 67.03 79.89 58.72 32.32 62.14 13.53 53.91 67.18 40.75 75.48 35.52
 45.72 44.28 78.61 25.83 76.51 62.00 51.67 67.04 60.70 57.00 27.62 47.53 19.03 51.56 60.29 35.86 72.47 31.77
 50.87 43.80 81.17 26.22 87.78 62.13 43.82 68.21 67.20 65.52 30.76 51.21 25.72 43.72 69.82 32.25 69.39 35.21
 50.75 48.96 81.66 30.10 87.53 53.32 40.46 68.59 83.62 68.76 30.86 51.85 26.75 40.27 79.44 31.23 75.24 37.19
 41.36 45.22 71.92 32.34 80.85 47.88 67.28 78.47 70.12 60.13 25.66 47.30 36.71 67.17 67.26 29.82 75.04 31.67
 39.24 39.33 71.89 31.83 69.18 48.12 62.41 82.58 75.06 62.65 23.76 41.29 28.27 62.29 69.71 25.78 86.73 32.65
 38.33 42.98 72.39 29.39 66.47 46.53 59.67 90.79 75.85 62.74 23.76 40.15 42.13 59.62 75.57 25.22 78.34 34.36
