 34.07 38.98 69.93 32.52 72.48 43.69 60.04 96.04 66.17 61.36 24.45 33.69 45.28 60.07 73.68 24.25 78.70 36.90
 40.54 36.58 68.85 32.77 86.12 45.41 66.21 100.25 56.70 63.05 34.91 32.37 38.13 66.28 77.42 20.94 84.67 39.81
 49.01 30.99 69.21 21.27 90.29 41.82 61.16 99.88 47.96 63.88 32.96 24.79 34.34 61.35 70.32 19.86 77.27 44.92
 48.11 27.43 64.74 16.99 103.44 34.80 56.66 102.68 38.11 57.72 27.40 20.91 48.52 56.98 62.68 26.73 54.51 43.86
 39.87 29.21 55.87 18.51 95.52 33.18 61.22 94.49 32.90 52.15 25.33 24.72 39.07 61.49 58.08 28.31 33.11 40.39
 38.80 26.29 59.09 20.48 78.86 31.61 55.08 83.29 29.56 57.31 22.37 25.93 29.11 55.31 47.16 27.32 42.09 43.81
 29.07 26.76 49.06 20.09 67.86 31.38 63.88 55.98 28.16 49.10 16.68 19.67 30.10 63.96 45.84 27.08 31.70 33.22
 22.37 20.97 43.30 17.96 75.32 31.06 69.91 49.56 22.21 47.04 12.96 14.62 28.45 69.97 44.30 26.01 26.60 25.35
 23.74 19.09 40.48 16.14 61.61 34.14 31.69 51.35 21.96 48.77 10.00 15.10 36.80 31.84 45.41 22.09 18.07 26.96
 27.01 20.25 41.65 19.06 64.72 40.14 62.70 52.30 27.59 48.47 11.20 22.68 14.38 62.74 51.89 18.09 29.91 34.27
 29.85 30.87 42.39 24.25 59.05 44.08 61.79 53.26 28.88 54.21 14.68 22.99 21.90 61.84 58.38 16.34 29.48 44.40
 34.96 50.83 48.91 23.78 52.14 39.31 60.21 56.65 36.43 63.88 15.75 28.04 32.79 60.25 67.33 10.61 33.65 52.20
